ID,Token,,,,,,,,,,
Suffix_ationists,Suffix_ationists,Suffix_ation,Suffix_ist,Suffix_ists,Suffix_s,Last_Suffix_s,,,,,
Suffix_ations,Suffix_ations,Suffix_ation,Suffix_s,Last_Suffix_s,,,,,,,
Suffix_ative,Suffix_ative,Suffix_ate,Suffix_ive,Last_Suffix_ive,,,,,,,
Suffix_burg,Suffix_burg,Last_Suffix_burg,,,,,,,,,
Suffix_cide,Suffix_cide,Suffix_ide,Last_Suffix_ide,,,,,,,,
Suffix_cides,Suffix_cides,Suffix_ide,Suffix_ides,Suffix_s,Last_Suffix_s,,,,,,
Suffix_cies,Suffix_cies,Suffix_cy,Suffix_ies,Suffix_es,Suffix_s,Last_Suffix_s,,,,,
Suffix_cracy,Suffix_cracy,Suffix_acy,Last_Suffix_acy,,,,,,,,
Suffix_crat,Suffix_crat,Last_Suffix_crat,,,,,,,,,
Suffix_crats,Suffix_crats,Suffix_crat,Suffix_s,Last_Suffix_s,,,,,,,
Suffix_cule,Suffix_cule,Last_Suffix_cule,,,,,,,,,
Suffix_cules,Suffix_cules,Suffix_s,Last_Suffix_s,,,,,,,,
Suffix_cy,Suffix_cy,Suffix_y,Last_Suffix_y,,,,,,,,
Suffix_d,Suffix_d,Last_Suffix_d,,,,,,,,,
Suffix_dness,Suffix_dness,Suffix_ness,Last_Suffix_ness,,,,,,,,
Suffix_dom,Suffix_dom,Last_Suffix_dom,,,,,,,,,
Suffix_doms,Suffix_doms,Suffix_dom,Suffix_s,Last_Suffix_s,,,,,,,
Suffix_ed,Suffix_ed,Last_Suffix_ed,,,,,,,,,
Suffix_edly,Suffix_edly,Suffix_ly,Last_Suffix_ly,,,,,,,,
Suffix_edness,Suffix_edness,Suffix_ness,Last_Suffix_ness,,,,,,,,
Suffix_edy,Suffix_edy,Suffix_ed,Suffix_d,Suffix_y,Last_Suffix_y,,,,,,
Suffix_ee,Suffix_ee,Last_Suffix_ee,,,,,,,,,
Suffix_eer,Suffix_eer,Suffix_ee,Suffix_r,Last_Suffix_r,,,,,,,
Suffix_efy,Suffix_efy,Last_Suffix_efy,,,,,,,,,
Suffix_efies,Suffix_efies,Suffix_efy,Suffix_ies,Suffix_es,Suffix_s,Last_Suffix_s,,,,,
Suffix_emia,Suffix_emia,Last_Suffix_emia,,,,,,,,,
Suffix_en,Suffix_en,Last_Suffix_en,,,,,,,,,
Suffix_ence,Suffix_ence,Last_Suffix_ence,,,,,,,,,
Suffix_ences,Suffix_ences,Suffix_ence,Suffix_s,Last_Suffix_s,,,,,,,
Suffix_encies,Suffix_encies,Suffix_ency,Suffix_ies,Suffix_es,Suffix_s,Last_Suffix_s,,,,,
Suffix_ency,Suffix_ency,Last_Suffix_ency,,,,,,,,,
Suffix_ened,Suffix_ened,Suffix_ed,Last_Suffix_ed,,,,,,,,
Suffix_eness,Suffix_eness,Suffix_ness,Last_Suffix_ness,,,,,,,,
Suffix_ening,Suffix_ening,Suffix_ing,Last_Suffix_ing,,,,,,,,
Suffix_enness,Suffix_enness,Suffix_en,Suffix_ness,Last_Suffix_ness,,,,,,,
Suffix_ens,Suffix_ens,Suffix_s,Last_Suffix_s,,,,,,,,
Suffix_ent,Suffix_ent,Last_Suffix_ent,,,,,,,,,
Suffix_eously,Suffix_eously,Suffix_ly,Last_Suffix_ly,,,,,,,,
Suffix_er,Suffix_er,Last_Suffix_er,,,,,,,,,
Suffix_ern,Suffix_ern,Last_Suffix_ern,,,,,,,,,
Suffix_ers,Suffix_ers,Suffix_s,Last_Suffix_s,,,,,,,,
Suffix_ery,Suffix_ery,Last_Suffix_ery,,,,,,,,,
Suffix_es,Suffix_es,Suffix_s,Last_Suffix_s,,,,,,,,
Suffix_escence,Suffix_escence,Last_Suffix_escence,,,,,,,,,
Suffix_ese,Suffix_ese,Last_Suffix_ese,,,,,,,,,
Suffix_esque,Suffix_esque,Last_Suffix_esque,,,,,,,,,
Suffix_esqueness,Suffix_esqueness,Last_Suffix_esqueness,,,,,,,,,
Suffix_ess,Suffix_ess,Last_Suffix_ess,,,,,,,,,
Suffix_est,Suffix_est,Last_Suffix_est,,,,,,,,,
Suffix_etic,Suffix_etic,Suffix_ic,Last_Suffix_ic,,,,,,,,
Suffix_ette,Suffix_ette,Last_Suffix_ette,,,,,,,,,
Suffix_ful,Suffix_ful,Last_Suffix_ful,,,,,,,,,
Suffix_fully,Suffix_fully,Suffix_ful,Suffix_ly,Last_Suffix_ly,,,,,,,
Suffix_fulness,Suffix_fulness,Suffix_ful,Suffix_ness,Last_Suffix_ness,,,,,,,
Suffix_fy,Suffix_fy,Suffix_y,Last_Suffix_y,,,,,,,,
Suffix_graph,Suffix_graph,Last_Suffix_graph,,,,,,,,,
Suffix_graphable,Suffix_graphable,Suffix_graph,Suffix_able,Last_Suffix_able,,,,,,,
Suffix_graphic,Suffix_graphic,Suffix_graph,Suffix_ic,Last_Suffix_ic,,,,,,,
Suffix_graphical,Suffix_graphical,Suffix_graph,Suffix_graphic,Suffix_ic,Suffix_ical,Suffix_al,Last_Suffix_al,,,,
Suffix_graphically,Suffix_graphically,Suffix_graph,Suffix_graphical,Suffix_graphic,Suffix_ic,Suffix_ical,Suffix_al,Suffix_ically,Suffix_ally,Suffix_ly,Last_Suffix_ly
Suffix_graphing,Suffix_graphing,Suffix_graph,Suffix_ing,Last_Suffix_ing,,,,,,,
Suffix_graphs,Suffix_graphs,Suffix_graph,Suffix_s,Last_Suffix_s,,,,,,,
Suffix_graphy,Suffix_graphy,Last_Suffix_graphy,,,,,,,,,
Suffix_graphies,Suffix_graphies,Suffix_graphy,Suffix_ies,Suffix_es,Suffix_s,Last_Suffix_s,,,,,
Suffix_hood,Suffix_hood,Last_Suffix_hood,,,,,,,,,
Suffix_hoods,Suffix_hoods,Suffix_hood,Suffix_s,Last_Suffix_s,,,,,,,
Suffix_iac,Suffix_iac,Last_Suffix_iac,,,,,,,,,
Suffix_ial,Suffix_ial,Last_Suffix_ial,,,,,,,,,
Suffix_ially,Suffix_ially,Suffix_ial,Suffix_ly,Last_Suffix_ly,,,,,,,
Suffix_ian,Suffix_ian,Last_Suffix_ian,,,,,,,,,
Suffix_ians,Suffix_ians,Suffix_ian,Suffix_s,Last_Suffix_s,,,,,,,
Suffix_iard,Suffix_iard,Last_Suffix_iard,,,,,,,,,
Suffix_iards,Suffix_iards,Suffix_iard,Suffix_s,Last_Suffix_s,,,,,,,
Suffix_ibility,Suffix_ibility,Suffix_ible,Suffix_ity,Last_Suffix_ity,,,,,,,
Suffix_ible,Suffix_ible,Last_Suffix_ible,,,,,,,,,
Suffix_ibleness,Suffix_ibleness,Suffix_ible,Suffix_ness,Last_Suffix_ness,,,,,,,
Suffix_iblities,Suffix_iblities,Suffix_ibility,Suffix_ible,Suffix_ity,Suffix_ities,Suffix_ies,Suffix_es,Suffix_s,Last_Suffix_s,,
Suffix_ibly,Suffix_ibly,Suffix_ible,Suffix_ly,Last_Suffix_ly,,,,,,,
Suffix_ic,Suffix_ic,Last_Suffix_ic,,,,,,,,,
Suffix_ical,Suffix_ical,Suffix_ic,Suffix_al,Last_Suffix_al,,,,,,,
Suffix_ically,Suffix_ically,Suffix_ic,Suffix_al,Suffix_ical,Suffix_ally,Suffix_ly,Last_Suffix_ly,,,,
Suffix_icalness,Suffix_icalness,Suffix_ic,Suffix_al,Suffix_ness,Suffix_ical,Suffix_alness,Last_Suffix_alness,,,,
Suffix_ication,Suffix_ication,Suffix_ic,Suffix_ation,Last_Suffix_ation,,,,,,,
Suffix_icational,Suffix_icational,Suffix_ic,Suffix_ation,Suffix_ication,Suffix_ational,Suffix_al,Last_Suffix_al,,,,
Suffix_ications,Suffix_ications,Suffix_ic,Suffix_ication,Suffix_ation,Suffix_ations,Suffix_s,Last_Suffix_s,,,,
Suffix_icize,Suffix_icize,Suffix_ic,Suffix_ize,Last_Suffix_ize,,,,,,,
Suffix_icizer,Suffix_icizer,Suffix_ic,Suffix_icize,Suffix_ize,Suffix_izer,Suffix_r,Last_Suffix_r,,,,
Suffix_icness,Suffix_icness,Suffix_ic,Suffix_ness,Last_Suffix_ness,,,,,,,
Suffix_ide,Suffix_ide,Last_Suffix_ide,,,,,,,,,
Suffix_ides,Suffix_ides,Suffix_ide,Suffix_s,Last_Suffix_s,,,,,,,
Suffix_ied,Suffix_ied,Suffix_ed,Suffix_d,Last_Suffix_d,,,,,,,
Suffix_iedness,Suffix_iedness,Suffix_ied,Suffix_ness,Suffix_ed,Suffix_d,Last_Suffix_d,,,,,
Suffix_ier,Suffix_ier,Suffix_er,Suffix_r,Last_Suffix_r,,,,,,,
Suffix_ies,Suffix_ies,Suffix_es,Suffix_s,Last_Suffix_s,,,,,,,
Suffix_iest,Suffix_iest,Suffix_est,Last_Suffix_est,,,,,,,,
Suffix_ification,Suffix_ification,Suffix_ific,Suffix_ic,Suffix_ication,Suffix_ation,Last_Suffix_ation,,,,,
Suffix_ificational,Suffix_ificational,Suffix_ification,Suffix_ific,Suffix_ication,Suffix_icational,Suffix_ic,Suffix_ation,Suffix_ication,Suffix_ational,Suffix_al,Last_Suffix_al
Suffix_ificationist,Suffix_ificationist,Suffix_ification,Suffix_ific,Suffix_ication,Suffix_ation,Suffix_ic,Suffix_ationist,Suffix_ist,Last_Suffix_ist,,
Suffix_ifications,Suffix_ifications,Suffix_ification,Suffix_ific,Suffix_ication,Suffix_ation,Suffix_ic,Suffix_ations,Suffix_s,Last_Suffix_s,,
Suffix_ified,Suffix_ified,Suffix_ify,Suffix_ied,Suffix_ed,Suffix_d,Last_Suffix_d,,,,,
Suffix_ifiedly,Suffix_ifiedly,Suffix_ify,Suffix_ied,Suffix_ly,Suffix_y,Suffix_ed,Suffix_d,Last_Suffix_d,,,
Suffix_ifies,Suffix_ifies,Suffix_ify,Suffix_y,Suffix_ies,Suffix_es,Suffix_s,Last_Suffix_s,,,,
Suffix_ify,Suffix_ify,Last_Suffix_ify,,,,,,,,,
Suffix_ifying,Suffix_ifying,Suffix_ify,Suffix_ing,Last_Suffix_ing,,,,,,,
Suffix_ifyingly,Suffix_ifyingly,Suffix_ify,Suffix_ing,Suffix_ingly,Suffix_ly,Last_Suffix_ly,,,,,
Suffix_ile,Suffix_ile,Last_Suffix_ile,,,,,,,,,
Suffix_ily,Suffix_ily,Suffix_ly,Last_Suffix_ly,,,,,,,,
Suffix_iness,Suffix_iness,Suffix_ness,Last_Suffix_ness,,,,,,,,
Suffix_ing,Suffix_ing,Last_Suffix_ing,,,,,,,,,
Suffix_ingly,Suffix_ingly,Suffix_ing,Suffix_ly,Last_Suffix_ly,,,,,,,
Suffix_ingness,Suffix_ingness,Suffix_ing,Suffix_ness,Last_Suffix_ness,,,,,,,
Suffix_ings,Suffix_ings,Suffix_ing,Suffix_s,Last_Suffix_s,,,,,,,
Suffix_ion,Suffix_ion,Last_Suffix_ion,,,,,,,,,
Suffix_ionalist,Suffix_ionalist,Suffix_ion,Suffix_alist,Suffix_ist,Last_Suffix_ist,,,,,,
Suffix_ionally,Suffix_ionally,Suffix_ion,Suffix_ally,Suffix_al,Suffix_ly,Last_Suffix_ly,,,,,
Suffix_ious,Suffix_ious,Last_Suffix_ious,,,,,,,,,
Suffix_iously,Suffix_iously,Suffix_ly,Last_Suffix_ly,,,,,,,,
Suffix_iousness,Suffix_iousness,Suffix_ness,Last_Suffix_ness,,,,,,,,
Suffix_isation,Suffix_isation,Suffix_ise,Suffix_ation,Last_Suffix_ation,,,,,,,
Suffix_isations,Suffix_isations,Suffix_isation,Suffix_ise,Suffix_ation,Suffix_ations,Suffix_s,Last_Suffix_s,,,,
Suffix_ise,Suffix_ise,Last_Suffix_ise,,,,,,,,,
Suffix_ised,Suffix_ised,Suffix_ise,Suffix_d,Last_Suffix_d,,,,,,,
Suffix_iser,Suffix_iser,Suffix_ise,Suffix_r,Last_Suffix_r,,,,,,,
Suffix_ish,Suffix_ish,Last_Suffix_ish,,,,,,,,,
Suffix_ising,Suffix_ising,Suffix_ise,Suffix_ing,Last_Suffix_ing,,,,,,,
Suffix_ism,Suffix_ism,Last_Suffix_ism,,,,,,,,,
Suffix_isms,Suffix_isms,Suffix_ism,Suffix_s,Last_Suffix_s,,,,,,,
Suffix_ist,Suffix_ist,Last_Suffix_ist,,,,,,,,,
Suffix_istic,Suffix_istic,Suffix_ist,Suffix_ic,Last_Suffix_ic,,,,,,,
Suffix_istically,Suffix_istically,Suffix_istic,Suffix_ist,Suffix_ic,Suffix_ically,Suffix_ally,Suffix_al,Suffix_ly,Last_Suffix_ly,,
Suffix_ists,Suffix_ists,Suffix_ist,Suffix_s,Last_Suffix_s,,,,,,,
Suffix_ite,Suffix_ite,Last_Suffix_ite,,,,,,,,,
Suffix_ites,Suffix_ites,Suffix_ite,Suffix_s,Last_Suffix_s,,,,,,,
Suffix_ities,Suffix_ities,Suffix_ity,Suffix_ies,Last_Suffix_ies,,,,,,,
Suffix_ition,Suffix_ition,Last_Suffix_ition,,,,,,,,,
Suffix_itional,Suffix_itional,Suffix_ition,Suffix_al,Last_Suffix_al,,,,,,,
Suffix_itionally,Suffix_itionally,Suffix_ition,Suffix_al,Suffix_ally,Suffix_ly,Last_Suffix_ly,,,,,
Suffix_itionist,Suffix_itionist,Suffix_ition,Suffix_ist,Last_Suffix_ist,,,,,,,
Suffix_itionistic,Suffix_itionistic,Suffix_ition,Suffix_ist,Suffix_istic,Suffix_ic,Last_Suffix_ic,,,,,
Suffix_itionists,Suffix_itionists,Suffix_ition,Suffix_ist,Suffix_s,Last_Suffix_s,,,,,,
Suffix_itions,Suffix_itions,Suffix_ition,Suffix_s,Last_Suffix_s,,,,,,,
Suffix_itis,Suffix_itis,Last_Suffix_itis,,,,,,,,,
Suffix_ity,Suffix_ity,Last_Suffix_ity,,,,,,,,,
Suffix_ium,Suffix_ium,Last_Suffix_ium,,,,,,,,,
Suffix_ive,Suffix_ive,Last_Suffix_ive,,,,,,,,,
Suffix_ively,Suffix_ively,Suffix_ive,Suffix_ly,Last_Suffix_ly,,,,,,,
Suffix_iveness,Suffix_iveness,Suffix_ive,Suffix_ness,Last_Suffix_ness,,,,,,,
Suffix_ives,Suffix_ives,Suffix_ive,Suffix_s,Last_Suffix_s,,,,,,,
Suffix_ivity,Suffix_ivity,Suffix_ive,Suffix_ity,Last_Suffix_ity,,,,,,,
Suffix_ization,Suffix_ization,Suffix_ize,Suffix_ation,Last_Suffix_ation,,,,,,,
Suffix_izational,Suffix_izational,Suffix_ize,Suffix_ization,Suffix_ation,Suffix_ational,Suffix_al,Last_Suffix_al,,,,
Suffix_izationally,Suffix_izationally,Suffix_ize,Suffix_izational,Suffix_ization,Suffix_ation,Suffix_al,Suffix_ational,Suffix_ally,Suffix_ly,Last_Suffix_ly,
Suffix_izationist,Suffix_izationist,Suffix_ization,Suffix_ize,Suffix_ation,Suffix_ationist,Suffix_ist,Last_Suffix_ist,,,,
Suffix_izations,Suffix_izations,Suffix_ization,Suffix_ize,Suffix_ation,Suffix_ations,Suffix_s,Last_Suffix_s,,,,
Suffix_ize,Suffix_ize,Last_Suffix_ize,,,,,,,,,
Suffix_ized,Suffix_ized,Suffix_ize,Suffix_d,Last_Suffix_d,,,,,,,
Suffix_izer,Suffix_izer,Suffix_ize,Suffix_r,Last_Suffix_r,,,,,,,
Suffix_izes,Suffix_izes,Suffix_ize,Suffix_s,Last_Suffix_s,,,,,,,
Suffix_kirk,Suffix_kirk,Last_Suffix_kirk,,,,,,,,,
Suffix_less,Suffix_less,Last_Suffix_less,,,,,,,,,
Suffix_lessly,Suffix_lessly,Suffix_less,Suffix_ly,Last_Suffix_ly,,,,,,,
Suffix_lessness,Suffix_lessness,Suffix_less,Suffix_ness,Last_Suffix_ness,,,,,,,
Suffix_let,Suffix_let,Last_Suffix_let,,,,,,,,,
Suffix_like,Suffix_like,Last_Suffix_like,,,,,,,,,
Suffix_likeness,Suffix_likeness,Suffix_like,Suffix_ness,Last_Suffix_ness,,,,,,,
Suffix_ling,Suffix_ling,Suffix_ing,Last_Suffix_ing,,,,,,,,
Suffix_logist,Suffix_logist,Suffix_logy,Suffix_ist,Last_Suffix_ist,,,,,,,
Suffix_logists,Suffix_logists,Suffix_logy,Suffix_ist,Suffix_ists,Suffix_s,Last_Suffix_s,,,,,
Suffix_logy,Suffix_logy,Last_Suffix_logy,,,,,,,,,
Suffix_ly,Suffix_ly,Last_Suffix_ly,,,,,,,,,
Suffix_man,Suffix_man,Last_Suffix_man,,,,,,,,,
Suffix_men,Suffix_men,Last_Suffix_men,,,,,,,,,
Suffix_ment,Suffix_ment,Last_Suffix_ment,,,,,,,,,
Suffix_mental,Suffix_mental,Suffix_ment,Suffix_al,Last_Suffix_al,,,,,,,
Suffix_mentality,Suffix_mentality,Suffix_ment,Suffix_al,Suffix_ality,Suffix_ity,Last_Suffix_ity,,,,,
Suffix_mentally,Suffix_mentally,Suffix_ment,Suffix_al,Suffix_ally,Suffix_ly,Last_Suffix_ly,,,,,
Suffix_ments,Suffix_ments,Suffix_ment,Suffix_s,Last_Suffix_s,,,,,,,
Suffix_n,Suffix_n,Last_Suffix_n,,,,,,,,,
Suffix_nd,Suffix_nd,Last_Suffix_nd,,,,,,,,,
Suffix_nds,Suffix_nds,Suffix_nd,Suffix_s,Last_Suffix_s,,,,,,,
Suffix_ne,Suffix_ne,Last_Suffix_ne,,,,,,,,,
Suffix_ness,Suffix_ness,Last_Suffix_ness,,,,,,,,,
Suffix_nomy,Suffix_nomy,Last_Suffix_nomy,,,,,,,,,
Suffix_ns,Suffix_ns,Suffix_n,Suffix_s,Last_Suffix_s,,,,,,,
Suffix_ologist,Suffix_ologist,Suffix_ology,Suffix_ist,Last_Suffix_ist,,,,,,,
Suffix_ologists,Suffix_ologists,Suffix_ology,Suffix_ist,Suffix_ists,Suffix_s,Last_Suffix_s,,,,,
Suffix_ology,Suffix_ology,Last_Suffix_ology,,,,,,,,,
Suffix_oma,Suffix_oma,Last_Suffix_oma,,,,,,,,,
Suffix_ophy,Suffix_ophy,Last_Suffix_ophy,,,,,,,,,
Suffix_opy,Suffix_opy,Last_Suffix_opy,,,,,,,,,
Suffix_or,Suffix_or,Last_Suffix_or,,,,,,,,,
Suffix_ors,Suffix_ors,Suffix_or,Suffix_s,Last_Suffix_s,,,,,,,
Suffix_ory,Suffix_ory,Last_Suffix_ory,,,,,,,,,
Suffix_ose,Suffix_ose,Last_Suffix_ose,,,,,,,,,
Suffix_oses,Suffix_oses,Suffix_ose,Suffix_s,Last_Suffix_s,,,,,,,
Suffix_ous,Suffix_ous,Last_Suffix_ous,,,,,,,,,
Suffix_ously,Suffix_ously,Suffix_ous,Suffix_ly,Last_Suffix_ly,,,,,,,
Suffix_ousness,Suffix_ousness,Suffix_ous,Suffix_ness,Last_Suffix_ness,,,,,,,
Suffix_r,Suffix_r,Last_Suffix_r,,,,,,,,,
Suffix_rd,Suffix_rd,Last_Suffix_rd,,,,,,,,,
Suffix_rds,Suffix_rds,Suffix_rd,Suffix_s,Last_Suffix_s,,,,,,,
Suffix_s,Suffix_s,Last_Suffix_s,,,,,,,,,
Suffix_ship,Suffix_ship,Last_Suffix_ship,,,,,,,,,
Suffix_ships,Suffix_ships,Suffix_ship,Suffix_s,Last_Suffix_s,,,,,,,
Suffix_sion,Suffix_sion,Last_Suffix_sion,,,,,,,,,
Suffix_sional,Suffix_sional,Suffix_sion,Suffix_al,Last_Suffix_al,,,,,,,
Suffix_sionalism,Suffix_sionalism,Suffix_sional,Suffix_sion,Suffix_al,Suffix_alism,Suffix_ism,Last_Suffix_ism,,,,
Suffix_sionalist,Suffix_sionalist,Suffix_sional,Suffix_sion,Suffix_al,Suffix_alist,Suffix_ist,Last_Suffix_ist,,,,
Suffix_sionally,Suffix_sionally,Suffix_sion,Suffix_sional,Suffix_ally,Suffix_al,Suffix_ly,Last_Suffix_ly,,,,
Suffix_sionist,Suffix_sionist,Suffix_sion,Suffix_ist,Last_Suffix_ist,,,,,,,
Suffix_sionistic,Suffix_sionistic,Suffix_sion,Suffix_ist,Suffix_istic,Suffix_ic,Last_Suffix_ic,,,,,
Suffix_sionists,Suffix_sionists,Suffix_sion,Suffix_ist,Suffix_ists,Suffix_s,Last_Suffix_s,,,,,
Suffix_sions,Suffix_sions,Suffix_sion,Suffix_s,Last_Suffix_s,,,,,,,
Suffix_sis,Suffix_sis,Last_Suffix_sis,,,,,,,,,
Suffix_some,Suffix_some,Last_Suffix_some,,,,,,,,,
Suffix_someness,Suffix_someness,Suffix_ness,Last_Suffix_ness,,,,,,,,
Suffix_st,Suffix_st,Last_Suffix_st,,,,,,,,,
Suffix_sts,Suffix_sts,Suffix_st,Suffix_s,Last_Suffix_s,,,,,,,
Suffix_th,Suffix_th,Last_Suffix_th,,,,,,,,,
Suffix_ths,Suffix_ths,Suffix_th,Suffix_s,Last_Suffix_s,,,,,,,
Suffix_ties,Suffix_ties,Suffix_ty,Suffix_ies,Last_Suffix_ies,,,,,,,
Suffix_tion,Suffix_tion,Last_Suffix_tion,,,,,,,,,
Suffix_tional,Suffix_tional,Suffix_tion,Last_Suffix_tion,,,,,,,,
Suffix_tionally,Suffix_tionally,Suffix_tion,Suffix_tional,Suffix_ally,Suffix_al,Suffix_ly,Last_Suffix_ly,,,,
Suffix_tionist,Suffix_tionist,Suffix_tion,Suffix_ist,Last_Suffix_ist,,,,,,,
Suffix_tionistic,Suffix_tionistic,Suffix_tion,Suffix_ist,Suffix_istic,Suffix_ic,Last_Suffix_ic,,,,,
Suffix_tionists,Suffix_tionists,Suffix_tion,Suffix_ist,Suffix_ists,Suffix_s,Last_Suffix_s,,,,,
